invandrare,ålder,inkomst,region,label
0,86,44214,1,höger
1,75,25016,0,vänster
0,22,30213,0,höger
0,81,40614,0,höger
0,26,47294,1,vänster
1,73,23023,0,vänster
0,88,77246,1,höger
0,42,46205,0,höger
0,79,11703,0,höger
0,47,48975,1,höger
0,41,37530,0,vänster
0,77,19940,0,vänster
1,79,58294,1,vänster
0,56,41933,0,höger
0,76,14749,1,höger
1,27,63100,1,vänster
0,63,47497,1,höger
1,42,47838,0,höger
0,63,25717,1,vänster
0,61,60326,1,höger
1,60,24516,0,höger
0,36,35372,1,höger
0,77,37674,0,höger
0,32,62251,1,höger
0,63,26692,0,höger
0,58,50676,0,höger
0,81,27283,0,höger
0,44,34738,1,vänster
0,51,41731,0,höger
0,88,49059,0,höger
0,56,32940,1,vänster
0,35,50989,1,höger
1,26,49619,1,vänster
0,19,34580,1,vänster
0,57,29958,1,vänster
0,20,41704,1,vänster
1,61,70514,1,vänster
0,24,37313,0,höger
0,77,30758,1,vänster
0,84,42125,0,höger
0,76,43333,1,höger
0,26,42987,1,vänster
0,86,24202,0,höger
0,38,44566,1,vänster
0,61,29425,0,höger
0,76,27245,0,höger
0,69,47610,0,höger
0,80,33382,0,höger
0,59,41381,1,vänster
0,53,42632,0,höger
0,58,60784,1,höger
0,71,22115,0,höger
1,62,59328,1,vänster
0,58,28314,1,höger
0,77,32998,0,höger
0,39,31855,0,höger
1,57,55261,1,höger
1,74,43709,1,vänster
0,20,30958,0,höger
0,52,37847,1,höger
0,51,31070,0,vänster
0,33,43529,1,vänster
0,54,16725,0,vänster
0,35,39426,1,höger
0,50,15267,0,höger
0,47,29478,1,höger
0,36,55458,1,höger
0,54,36861,0,höger
0,35,77936,1,höger
1,33,40974,1,vänster
0,48,31897,0,höger
0,63,46447,0,höger
0,60,48876,1,höger
1,61,48282,1,vänster
0,21,43994,1,höger
0,44,39135,1,vänster
0,49,29704,0,höger
0,35,42304,1,höger
0,57,32398,1,vänster
0,58,41690,1,höger
0,52,45566,0,höger
0,22,35941,1,höger
0,83,27223,1,höger
0,60,21823,0,höger
0,23,42785,0,vänster
0,75,22133,0,höger
0,53,31847,0,höger
0,53,23328,0,vänster
0,24,38827,1,vänster
0,35,45665,1,höger
0,44,56353,1,höger
0,89,49873,1,höger
1,33,33047,1,vänster
0,63,35055,0,höger
0,46,48881,1,höger
1,90,65396,1,vänster
0,55,69607,1,höger
0,65,90472,1,vänster
0,83,26962,0,höger
1,89,26793,0,höger
0,51,67120,1,höger
0,63,27966,0,höger
0,42,31782,0,höger
0,36,33521,1,vänster
0,21,47532,1,höger
0,34,30664,1,vänster
0,53,28138,0,höger
1,88,47063,1,vänster
0,34,47043,1,vänster
0,55,28263,0,höger
0,35,66714,1,höger
0,52,49051,1,höger
0,76,77244,1,vänster
0,45,48253,0,vänster
1,19,34628,1,vänster
0,50,39829,0,höger
0,61,44230,1,höger
0,49,47817,1,vänster
1,90,48268,0,höger
0,47,30100,1,vänster
0,57,24272,1,vänster
0,65,63086,0,höger
0,18,32200,0,höger
0,79,48032,1,höger
0,59,39668,0,höger
0,59,33458,0,höger
0,21,47118,1,vänster
0,18,28576,0,höger
0,53,40844,1,vänster
0,62,55752,1,höger
0,61,22832,0,höger
0,74,35056,1,höger
0,82,36604,1,vänster
1,35,49704,1,vänster
0,51,21719,0,höger
0,42,35552,0,höger
0,66,70315,1,höger
0,89,42971,0,höger
0,64,41052,1,höger
0,29,43159,1,höger
0,48,30418,0,höger
0,76,62299,1,höger
0,84,46410,0,höger
0,74,34526,1,vänster
0,40,39658,0,höger
0,79,44827,0,höger
0,32,33427,1,vänster
0,67,55107,1,höger
0,21,59791,1,vänster
0,61,20644,0,höger
0,74,18668,0,höger
1,23,36290,1,vänster
0,74,31527,1,höger
0,80,45632,0,höger
0,66,67240,1,höger
1,28,39841,0,vänster
0,85,74501,1,höger
0,53,45595,1,höger
0,82,35370,1,höger
0,40,35099,1,vänster
0,85,41213,0,höger
0,21,50229,1,vänster
0,55,47233,0,höger
0,71,76397,1,vänster
0,66,36619,1,vänster
0,47,48700,0,höger
0,69,71218,1,höger
0,69,64699,0,höger
0,68,55450,1,vänster
0,60,29295,0,höger
0,89,38089,1,höger
1,73,52674,1,vänster
1,86,58557,1,vänster
0,53,39083,1,höger
0,22,53134,1,vänster
0,42,55905,1,vänster
1,32,33358,0,höger
0,50,36196,1,vänster
0,37,20512,0,höger
0,62,28890,1,höger
0,76,23733,0,höger
0,68,50895,0,höger
0,87,38405,0,höger
0,73,47943,0,höger
0,32,51022,0,höger
0,72,26385,0,höger
1,86,33922,1,vänster
0,80,31413,0,höger
0,24,56311,1,höger
0,81,35172,0,höger
0,34,31869,0,höger
1,64,36986,0,vänster
0,57,41349,0,höger
1,22,38118,1,vänster
0,63,35137,1,höger
1,34,49260,1,vänster
0,58,38259,1,vänster
1,54,31455,1,vänster
0,49,35036,0,höger
0,90,32080,0,höger
0,29,50189,1,vänster
1,89,61573,1,vänster
0,80,51733,1,vänster
0,50,38978,1,vänster
0,41,30855,0,höger
0,49,50211,0,höger
1,24,50198,0,höger
0,30,52792,1,höger
0,87,37391,0,höger
1,54,32191,0,vänster
0,23,39690,1,vänster
0,64,49072,1,höger
0,29,37357,1,vänster
0,29,91015,1,vänster
0,52,36701,1,vänster
0,71,27560,0,höger
1,25,67326,1,höger
0,58,45749,1,höger
0,87,43904,1,höger
0,42,41229,1,vänster
1,72,65956,1,vänster
0,72,32010,0,höger
0,33,46254,1,vänster
0,21,35805,1,vänster
0,66,86070,1,höger
0,85,36701,1,höger
0,44,67779,1,vänster
0,81,51510,1,höger
0,59,47362,0,höger
0,46,39169,1,vänster
0,35,46305,1,höger
0,59,36353,1,vänster
0,43,29921,1,höger
0,52,31485,1,vänster
0,23,32901,1,vänster
1,89,32444,1,vänster
1,37,47969,1,vänster
0,57,56337,0,höger
0,60,25887,1,vänster
0,45,47936,0,höger
1,74,37310,1,vänster
0,66,37985,0,höger
0,90,24489,0,höger
1,63,21344,0,höger
0,39,43571,0,höger
0,36,38017,1,höger
0,70,53497,0,höger
1,25,27794,0,vänster
0,50,53731,0,höger
1,63,51353,1,vänster
0,39,49553,1,höger
0,84,55890,0,höger
0,84,36606,0,höger
0,47,13240,0,vänster
0,30,45605,1,vänster
0,42,42334,1,vänster
0,81,43749,0,höger
0,88,20714,0,vänster
1,18,27638,0,vänster
1,27,13509,0,vänster
0,55,35184,0,höger
1,23,26585,1,vänster
0,41,60592,0,höger
0,30,30586,0,höger
0,18,45809,0,höger
0,28,29346,0,vänster
0,55,33655,0,höger
0,83,32266,0,höger
0,73,33922,0,höger
0,86,46737,0,höger
0,43,61499,1,höger
1,44,36101,1,vänster
0,45,56358,1,höger
1,62,42953,1,vänster
0,29,29332,1,vänster
0,55,32943,1,vänster
0,69,73351,1,höger
0,86,26977,1,vänster
1,68,42987,0,vänster
0,20,63416,1,vänster
0,19,29023,1,vänster
0,27,37940,1,vänster
0,58,42692,1,vänster
0,50,47264,1,vänster
0,21,27189,0,vänster
0,61,25872,0,höger
0,74,26517,1,höger
0,90,67531,1,höger
1,38,45262,1,vänster
0,23,39780,1,höger
0,78,41937,0,höger
0,52,67376,1,höger
0,29,61546,1,höger
0,21,31189,1,vänster
0,33,43910,0,höger
0,69,42209,1,höger
0,21,30176,1,vänster
0,79,29755,0,höger
0,18,35746,1,vänster
1,76,28812,0,vänster
0,41,45698,1,vänster
0,64,31823,0,höger
0,42,66975,1,höger
0,20,55756,1,höger
1,85,38699,1,vänster
0,76,46450,1,höger
0,48,35286,0,höger
0,69,72486,1,höger
0,48,35711,0,vänster
1,72,38789,1,vänster
1,68,20491,0,vänster
0,71,46073,1,höger
1,53,34021,1,vänster
0,57,19999,1,vänster
0,54,70725,1,vänster
0,56,48943,1,höger
0,38,25141,0,höger
0,50,24160,0,vänster
1,74,24224,0,höger
0,85,26579,0,höger
0,25,55823,1,höger
0,27,26039,0,vänster
0,48,46296,1,höger
0,27,44445,1,vänster
0,79,62890,1,höger
0,27,35605,0,höger
0,21,75855,1,vänster
0,75,56407,0,höger
1,80,37224,0,vänster
0,72,57890,1,höger
1,39,49694,1,vänster
0,83,36097,0,höger
0,51,36307,0,höger
0,77,49664,0,höger
0,51,37690,1,höger
0,50,49023,1,höger
0,72,24005,1,vänster
0,52,36944,1,höger
0,82,35422,1,vänster
0,78,37424,0,höger
0,78,47663,1,höger
0,52,33900,0,höger
0,25,19960,0,höger
0,35,66156,1,höger
0,19,30469,0,höger
0,68,42232,1,höger
1,55,35849,1,vänster
0,54,37357,0,höger
0,25,34703,1,vänster
0,38,38554,0,höger
0,22,41337,0,vänster
0,64,11803,0,höger
0,63,41111,0,höger
1,60,77705,0,höger
0,24,44060,1,vänster
1,38,38032,0,vänster
0,72,41127,1,vänster
0,90,38168,0,höger
0,29,36181,1,vänster
0,78,18995,0,höger
0,79,37604,1,vänster
0,27,72078,1,vänster
0,20,36707,1,vänster
0,26,44268,1,höger
0,62,43953,0,höger
0,82,62493,1,höger
0,47,56633,1,höger
1,56,82536,1,vänster
1,43,42814,1,vänster
1,38,17680,0,vänster
0,70,42475,1,höger
0,71,66202,1,höger
0,25,69038,1,vänster
0,50,75811,1,höger
0,44,29706,0,höger
1,35,29849,1,vänster
0,26,50214,1,höger
0,21,34157,1,höger
0,67,52859,1,höger
0,56,44661,1,vänster
0,54,39209,0,vänster
0,76,34578,1,höger
0,39,49446,1,höger
0,64,32866,1,vänster
1,51,64096,1,vänster
1,56,29948,0,vänster
0,53,73590,1,höger
0,56,52659,1,höger
0,65,38260,1,höger
0,81,46474,0,höger
0,23,52185,1,vänster
0,47,25679,1,vänster
1,82,39541,0,vänster
0,22,32732,0,höger
0,70,43555,1,höger
0,29,34703,1,vänster
0,40,48106,0,höger
0,34,44333,0,vänster
1,63,22008,0,höger
0,83,38331,1,höger
0,71,40213,1,höger
0,56,35173,0,höger
0,19,60234,1,höger
0,32,23759,0,höger
1,51,55775,0,vänster
0,69,50814,1,höger
0,89,39970,0,höger
0,56,55596,1,höger
0,28,19072,0,höger
0,44,33898,1,höger
0,48,29652,1,vänster
0,19,51678,1,vänster
0,20,28971,0,höger
0,18,34959,1,vänster
0,63,36952,1,höger
0,84,51390,1,höger
1,34,46392,1,vänster
0,66,53360,1,höger
0,28,45843,1,höger
1,49,35480,0,höger
0,60,54299,1,vänster
1,26,32913,0,vänster
0,44,30475,0,höger
0,56,44853,1,vänster
0,83,57500,1,vänster
0,53,28934,0,höger
1,43,36022,1,vänster
0,75,27279,0,höger
1,49,40220,1,vänster
1,26,61487,1,vänster
0,87,32871,0,höger
0,82,44437,1,vänster
0,53,30955,0,höger
0,49,36199,1,vänster
1,35,44292,0,vänster
0,59,43772,0,höger
0,90,70655,1,höger
0,50,26685,0,höger
0,48,34147,0,höger
0,20,44259,0,vänster
0,69,33219,0,höger
0,64,61914,0,höger
1,54,47937,1,vänster
0,89,39117,0,höger
1,74,48801,1,höger
0,46,43615,0,höger
1,72,24488,1,vänster
0,20,42455,1,vänster
0,64,51198,1,höger
0,59,19011,1,vänster
0,58,55217,1,vänster
0,68,50512,1,höger
0,88,30092,0,höger
0,24,33560,0,höger
1,45,19304,0,vänster
1,71,34617,1,vänster
1,59,21855,1,vänster
0,67,27540,1,vänster
1,25,52304,0,vänster
0,58,38795,1,vänster
0,49,40053,0,höger
0,22,27717,0,höger
0,81,37303,1,höger
0,62,74453,1,höger
1,26,65918,1,vänster
1,55,46414,1,vänster
0,22,16085,0,vänster
0,87,29238,0,höger
1,85,23794,0,vänster
0,57,29533,1,vänster
0,54,50822,1,höger
0,83,27906,1,höger
0,75,15150,0,höger
0,39,32020,0,höger
0,46,43120,1,vänster
0,75,43122,1,vänster
0,89,94480,0,höger
0,74,36020,1,vänster
0,44,38912,1,höger
0,39,51942,1,höger
0,77,61307,1,höger
0,79,37471,0,höger
0,40,24618,1,vänster
0,86,55667,1,höger
0,24,44324,0,vänster
1,31,27006,0,vänster
0,62,43009,1,höger
0,22,20945,0,vänster
1,87,57187,1,höger
0,25,43611,1,vänster
0,62,90038,1,höger
0,37,80350,1,vänster
0,61,101936,1,vänster
0,35,45233,1,höger
0,36,36288,1,höger
0,67,49725,0,höger
0,50,51508,1,höger
0,45,30476,0,höger
0,30,40566,0,höger
0,53,69580,1,höger
0,30,28934,0,vänster
0,87,23132,0,höger
0,38,42330,1,vänster
0,19,37929,1,vänster
0,72,33118,0,höger
0,29,93325,1,vänster
0,70,28056,0,höger
0,56,33398,1,höger
0,55,41616,1,vänster
0,20,28871,0,höger
0,37,53397,1,höger
0,83,32841,0,höger
0,50,79189,0,höger
0,47,21793,0,höger
0,36,39718,1,höger
1,18,34864,1,vänster
1,63,73575,1,höger
0,85,80491,1,höger
1,67,24360,0,höger
0,74,49502,1,höger
0,66,23874,0,höger
1,21,51680,1,vänster
0,46,15934,0,vänster
0,53,31781,1,vänster
0,19,70313,1,vänster
1,77,36751,0,vänster
1,62,83923,0,vänster
0,30,65202,1,höger
0,58,50941,1,höger
0,88,19628,0,höger
0,82,40529,0,höger
0,63,45691,1,höger
0,60,32282,0,höger
0,53,35534,0,höger
0,39,52034,1,höger
0,68,41262,0,höger
0,47,40984,1,vänster
0,52,74887,1,höger
0,21,68282,1,vänster
0,70,53287,0,höger
1,25,21687,0,vänster
0,31,30380,1,höger
0,39,50082,1,höger
0,78,27430,0,höger
0,19,53060,1,vänster
0,82,55858,0,höger
0,79,36463,1,vänster
0,18,34610,1,vänster
0,78,28637,1,höger
0,42,49200,1,vänster
1,86,35299,0,vänster
0,49,24916,0,höger
0,73,34139,1,vänster
1,30,39548,1,vänster
0,88,37301,1,höger
0,38,52552,0,höger
0,63,33456,1,höger
0,68,28911,1,höger
0,21,21813,1,vänster
0,56,31431,1,vänster
0,77,43293,1,vänster
0,67,27210,0,höger
1,22,40906,0,vänster
0,44,17749,0,höger
1,20,22961,1,vänster
0,58,89046,1,vänster
0,31,33133,0,höger
0,76,39539,0,höger
0,82,36470,1,höger
0,33,45763,1,vänster
0,32,22883,0,vänster
0,88,34109,0,höger
1,80,53561,0,höger
0,39,49749,1,höger
0,62,34696,0,höger
0,77,22497,0,höger
0,81,29643,0,höger
0,88,43744,0,höger
0,52,42124,1,vänster
1,33,47572,1,vänster
1,89,36484,1,vänster
0,52,48757,1,vänster
0,65,43768,1,höger
0,59,19078,0,höger
0,49,32529,0,höger
1,59,51894,1,vänster
1,73,32760,0,vänster
0,69,51096,1,vänster
0,38,38489,1,höger
1,68,32055,0,höger
1,37,38362,0,vänster
0,31,52809,1,vänster
0,21,22378,0,höger
1,70,62339,1,vänster
0,27,27291,1,vänster
0,52,22334,0,höger
0,83,57803,1,höger
0,20,61669,1,vänster
0,41,32150,1,höger
0,78,56226,1,höger
0,73,13531,1,höger
0,18,51931,1,vänster
1,70,26880,0,vänster
0,82,52325,0,höger
0,48,42172,0,höger
0,41,31395,1,vänster
0,89,27776,1,höger
1,32,65244,1,vänster
0,38,27625,0,höger
0,52,34430,1,vänster
0,87,27410,0,höger
1,69,42645,1,vänster
0,64,64193,1,höger
0,27,26234,0,vänster
0,43,34291,1,vänster
0,81,35140,1,höger
0,66,23326,1,vänster
0,60,53990,1,höger
0,75,49367,1,höger
0,31,50311,1,vänster
0,52,70827,1,höger
0,50,50277,1,vänster
0,33,53551,0,höger
0,49,35906,1,höger
0,83,25825,1,höger
1,22,52807,0,vänster
0,46,58584,1,höger
0,22,43500,0,höger
0,27,63126,1,vänster
0,75,39874,0,höger
0,62,47198,0,höger
1,76,24723,0,höger
0,59,46217,0,höger
0,37,25622,1,vänster
0,63,41423,1,vänster
0,83,25776,0,höger
1,48,38958,0,vänster
0,30,37324,1,vänster
0,59,46934,1,vänster
0,41,85145,1,höger
0,64,37673,1,höger
0,19,42900,0,höger
1,46,118629,1,vänster
0,78,37130,1,höger
1,67,47838,1,vänster
0,71,53141,0,höger
0,28,32099,0,vänster
0,86,69134,1,vänster
0,78,32684,0,höger
1,34,12588,0,vänster
0,54,34919,1,vänster
0,30,43625,0,höger
0,41,38625,0,höger
0,72,59297,0,höger
0,50,48663,1,höger
1,30,59287,1,vänster
0,77,18972,0,höger
0,78,50363,0,höger
0,36,36154,1,vänster
0,35,32025,1,höger
0,50,49049,1,höger
0,84,40365,1,vänster
0,22,38471,1,vänster
0,68,34367,0,höger
0,20,42131,0,höger
0,89,68212,1,höger
1,67,37542,0,vänster
0,34,47938,0,höger
0,78,19987,0,höger
0,75,62012,1,höger
0,71,23705,0,höger
0,55,20319,0,vänster
1,89,42445,1,vänster
0,24,38060,1,höger
0,43,56912,1,höger
0,55,36304,0,höger
1,79,49825,0,höger
0,20,50846,1,vänster
0,82,42171,0,höger
0,58,43680,1,vänster
0,23,30692,0,vänster
0,19,37113,0,höger
0,40,57827,1,höger
0,68,50430,1,höger
0,62,30171,1,vänster
0,26,41685,1,vänster
0,34,58384,1,höger
0,59,58679,1,höger
0,79,79472,1,höger
0,21,13674,0,vänster
0,51,26372,0,höger
0,81,27982,0,höger
1,33,28648,0,höger
0,49,39368,0,höger
0,65,46243,0,höger
0,66,66090,1,höger
0,56,43470,0,vänster
0,27,40542,1,vänster
0,69,16471,0,höger
0,74,51331,1,höger
0,26,45859,0,höger
0,45,21285,0,höger
1,24,32428,1,vänster
0,77,24445,0,höger
0,43,40757,0,höger
0,49,29834,0,vänster
0,58,34453,0,höger
0,25,33792,1,vänster
1,41,49485,0,höger
0,30,50866,1,vänster
1,34,18805,0,vänster
1,34,47793,1,vänster
1,73,43914,0,vänster
0,79,26636,1,vänster
0,65,56611,1,höger
0,78,67599,1,höger
0,65,28321,1,höger
0,21,44224,0,höger
1,40,26430,0,vänster
0,87,33944,0,höger
0,70,67021,1,vänster
0,81,36633,1,vänster
0,49,50538,1,höger
0,87,41063,1,vänster
1,61,50087,1,vänster
1,18,71061,0,vänster
0,51,40686,1,höger
0,88,21271,0,höger
0,49,13711,0,höger
0,70,23210,0,höger
0,73,26276,0,höger
0,62,35680,1,höger
0,58,37437,1,höger
0,50,38882,1,höger
1,63,32520,0,höger
0,66,47538,1,höger
0,74,31795,0,höger
0,64,41420,1,höger
0,62,49424,0,höger
0,86,29049,1,höger
0,50,43828,1,höger
0,28,44738,1,vänster
0,28,82297,0,höger
0,65,68877,1,höger
1,23,35550,0,vänster
0,32,38298,1,vänster
0,46,61651,1,vänster
1,78,26522,1,vänster
1,70,24704,1,vänster
0,78,76008,1,höger
0,38,51207,1,höger
0,18,51013,1,höger
0,88,54786,1,höger
1,72,48578,1,vänster
0,49,46760,0,höger
0,90,32954,0,höger
0,25,39127,0,höger
1,69,81416,1,vänster
1,63,44985,1,höger
0,20,39474,1,vänster
1,74,59200,1,vänster
0,74,56495,1,vänster
0,88,26435,1,vänster
0,18,72727,1,höger
0,68,48099,1,höger
0,65,40753,1,höger
1,23,41908,1,vänster
0,86,40902,1,höger
0,79,33478,0,höger
0,89,38674,0,höger
0,18,31103,0,vänster
1,85,34078,1,vänster
0,72,31104,0,vänster
0,72,21576,1,höger
0,90,79995,1,höger
0,59,56977,1,höger
0,79,28257,0,höger
0,86,45045,0,höger
0,59,33148,1,vänster
0,64,35646,0,höger
1,54,28173,1,vänster
0,56,22689,0,höger
0,32,54200,1,vänster
0,29,29718,1,höger
1,23,25537,0,vänster
1,88,21480,0,höger
0,22,27541,0,vänster
0,48,60704,1,vänster
0,23,20358,0,höger
0,45,42014,1,höger
0,30,45111,1,vänster
0,55,37659,0,höger
0,70,31171,1,höger
0,22,105956,1,höger
0,71,33915,1,höger
0,66,40996,1,höger
1,19,32883,0,vänster
0,70,44651,0,höger
0,41,40841,1,höger
0,51,30286,0,höger
0,46,31493,1,vänster
0,68,79701,1,vänster
0,57,37493,1,höger
0,82,31109,0,höger
0,81,29991,1,vänster
1,28,59861,1,vänster
1,51,33985,1,vänster
0,62,32871,0,höger
0,54,30151,0,höger
0,32,34422,0,höger
1,42,45831,0,höger
0,59,28673,0,höger
0,80,51027,1,höger
0,52,24563,1,vänster
1,63,33423,1,vänster
0,73,42233,0,höger
0,62,38424,1,höger
0,64,45836,0,höger
0,25,41618,1,vänster
1,42,49467,1,vänster
0,37,34571,1,vänster
1,70,39975,1,vänster
0,82,55012,0,höger
0,67,40122,1,höger
1,55,59010,1,vänster
0,80,56988,1,höger
0,70,59268,1,höger
0,60,98640,1,höger
1,42,43379,1,vänster
0,56,26824,1,vänster
0,30,30861,1,vänster
0,19,40497,1,vänster
0,85,47580,0,höger
0,42,31039,1,höger
0,30,21369,1,vänster
0,28,39452,1,höger
0,66,39340,1,höger
1,40,35573,0,vänster
0,88,29044,0,höger
0,49,31586,1,vänster
0,81,37989,0,höger
1,79,33927,0,höger
0,88,18919,1,vänster
0,38,43487,1,höger
1,53,34842,0,vänster
1,37,55018,1,vänster
1,40,55021,0,vänster
0,59,30810,0,höger
1,47,37463,1,vänster
0,40,54020,1,vänster
0,59,26298,1,vänster
0,49,31099,0,höger
0,69,29317,0,höger
0,25,67342,1,vänster
0,45,35831,1,vänster
0,20,73388,1,höger
1,81,31588,0,höger
0,27,25810,0,vänster
0,71,41901,1,höger
0,43,47733,0,vänster
1,40,26272,0,vänster
0,67,22889,0,höger
1,30,42455,1,vänster
1,55,60376,1,vänster
0,64,54803,1,höger
0,47,23084,0,höger
1,73,36462,1,vänster
0,21,47174,1,höger
0,59,21866,0,höger
1,42,42043,1,vänster
1,78,39921,1,vänster
0,81,38700,0,höger
0,84,40099,0,höger
0,88,23650,0,höger
0,82,39844,1,höger
0,45,49968,1,vänster
0,51,39229,1,vänster
0,58,34507,0,höger
1,33,17678,0,vänster
0,67,48321,1,höger
0,46,40416,0,höger
0,29,34817,1,höger
0,21,60574,1,vänster
0,34,52087,0,höger
0,55,41767,1,höger
0,40,65797,1,vänster
0,36,52184,1,höger
0,25,28243,0,höger
0,62,59064,1,höger
0,72,44155,1,höger
0,73,16905,0,vänster
1,22,37151,0,vänster
0,31,37051,0,vänster
0,48,32681,0,höger
0,59,41077,1,höger
0,85,57555,1,vänster
0,81,37636,1,höger
0,78,58240,1,höger
0,37,29478,0,höger
0,79,28421,0,höger
0,28,23313,0,vänster
0,75,63521,1,höger
0,37,45725,1,vänster
1,68,41301,1,vänster
0,54,65167,1,höger
1,66,43535,1,vänster
0,24,53115,1,vänster
1,33,49715,1,vänster
0,38,39332,1,höger
0,45,31198,1,höger
0,32,27531,0,vänster
0,81,32734,0,höger
0,50,71836,1,vänster
0,37,72954,1,höger
0,26,35654,0,vänster
1,60,41267,0,vänster
0,64,81226,1,höger
0,46,49764,1,höger
0,46,50037,1,vänster
0,27,34419,1,vänster
0,48,27874,0,vänster
0,23,34349,1,vänster
0,31,21350,1,vänster
1,39,38617,0,höger
0,78,82790,1,höger
0,44,42902,0,vänster
0,74,20671,0,höger
1,32,76821,1,vänster
0,44,36804,1,vänster
1,75,21653,0,höger
0,87,42514,1,höger
0,47,40490,1,höger
0,64,39020,1,höger
0,82,45780,1,höger
0,40,44629,0,höger
0,35,34245,0,höger
1,61,52373,1,höger
1,65,37573,1,vänster
0,22,28255,1,höger
0,81,26201,1,vänster
0,31,35659,0,höger
0,49,96933,1,höger
0,27,32100,0,höger
0,71,45454,1,höger
0,65,33827,1,höger
0,56,42131,1,höger
0,59,41704,1,vänster
1,21,62873,1,vänster
0,34,42940,1,vänster
0,22,30493,0,höger
0,59,59280,1,höger
0,71,36614,1,höger
0,86,46740,0,höger
0,41,39824,1,vänster
1,65,39017,0,höger
0,53,63300,1,höger
0,49,35477,1,höger
1,79,32364,1,vänster
0,84,36553,1,höger
0,50,23582,0,höger
0,62,41288,1,vänster
0,36,30578,0,höger
0,85,43294,1,höger
1,82,49167,1,vänster
0,65,51641,1,höger
0,20,36087,1,vänster
0,73,31004,0,höger
0,67,62800,0,höger
0,38,47498,1,vänster
0,71,66315,1,höger
0,57,49851,1,höger
0,26,59574,0,höger
0,81,40066,0,höger
0,76,25652,0,höger
0,85,35069,0,höger
0,57,35381,1,vänster
1,55,49736,0,höger
0,79,31608,0,höger
0,78,31897,0,höger
0,36,56283,1,höger
0,75,41540,1,höger
0,69,37256,0,höger
0,66,19332,0,höger
0,44,40760,1,vänster
0,63,59153,1,höger
1,65,27458,0,vänster
0,71,82024,1,höger
0,79,26564,0,höger
0,25,40113,1,vänster
0,22,57185,0,höger
0,34,75259,1,höger
0,61,38260,0,höger
0,48,56150,0,höger
1,78,55571,1,vänster
0,82,32119,0,höger
0,52,38249,0,höger
0,87,62109,1,höger
0,57,60584,1,vänster
0,25,36421,0,höger
1,63,43883,1,vänster
0,31,47940,1,höger
0,72,32168,0,höger
1,27,50619,1,vänster
0,83,29703,1,vänster
0,56,61096,1,höger
0,40,27312,0,höger
0,63,35491,0,höger
0,56,37310,1,vänster
0,30,77313,1,vänster
1,28,13791,0,vänster
0,67,44601,0,höger
0,45,34326,0,höger
0,54,33713,0,höger
0,79,53615,1,höger
1,40,32290,0,vänster
0,76,45016,0,höger
0,43,40996,1,vänster
0,57,38624,0,höger
0,77,30769,0,höger
0,85,23319,0,höger
0,74,43951,1,höger
0,67,23051,0,höger
0,39,30106,0,höger
0,30,32564,0,höger
0,51,66339,1,höger
1,26,54725,1,vänster
1,41,28442,1,vänster
0,68,40921,1,höger
0,28,32425,1,vänster
0,68,61588,1,höger
0,77,42363,1,höger
1,81,49605,0,vänster
0,45,58571,1,höger
0,28,45345,0,höger
0,88,30828,0,höger
0,52,70595,0,vänster
0,28,26664,0,vänster
0,53,29571,0,höger
1,32,35633,0,vänster
0,79,95355,1,höger
0,81,36686,0,höger
0,50,44718,0,höger
1,52,20461,1,vänster
0,67,18778,0,höger
0,80,38228,1,höger
0,81,40731,0,höger
0,20,37171,0,höger
0,63,32507,0,höger
1,52,23156,0,vänster
0,35,44132,0,höger
1,62,20035,0,höger
0,40,31077,1,vänster
1,26,47588,1,vänster
0,18,38548,1,vänster
0,27,25268,0,vänster
0,46,38939,0,höger
1,50,43279,1,vänster
1,81,40251,1,vänster
0,18,57236,0,höger
1,54,28381,0,höger
0,23,43436,1,vänster
0,38,14655,0,höger
0,19,35065,0,vänster
0,75,48525,0,höger
0,77,21530,0,höger
0,31,55642,1,höger
0,77,49072,0,höger
0,87,38347,1,vänster
0,19,33793,0,vänster
0,22,45602,0,höger
0,61,60643,0,höger
0,68,41270,1,höger
0,62,28317,1,höger
1,24,38820,1,vänster
0,40,38989,1,höger
0,20,31940,1,höger
0,89,82911,1,höger
0,33,31075,0,höger
0,48,68189,0,höger
0,21,28482,0,höger
0,71,47140,1,höger
0,81,27988,0,höger
0,18,42368,1,vänster
1,58,32186,0,höger
1,76,25434,1,vänster
0,59,26930,0,vänster
1,54,37374,1,vänster
0,82,39159,1,höger
0,27,41120,1,vänster
1,38,46871,1,vänster
1,64,104499,1,höger
0,29,40725,1,vänster
0,18,47838,1,vänster
0,65,40135,1,höger
0,78,60991,1,höger
0,51,46022,1,höger
1,65,67183,1,vänster
1,23,56367,1,vänster
0,35,36816,0,vänster
0,73,38399,1,höger
0,42,29497,1,vänster
0,53,36981,1,höger
0,31,29948,0,vänster
0,31,51690,1,vänster
0,23,56091,1,höger
0,84,51977,1,höger
1,21,38238,0,vänster
1,18,27936,1,vänster
0,83,26780,1,höger
1,23,31534,0,vänster
0,70,43612,1,höger
0,85,25299,0,höger
1,87,43445,1,vänster
0,64,52834,1,höger
0,70,29077,0,höger
0,40,87846,1,höger
1,66,33773,0,höger
1,38,35485,1,vänster
0,20,70997,1,höger
0,38,17741,0,vänster
0,45,47451,1,höger
0,18,48052,0,höger
0,76,33700,0,höger
0,58,67724,1,höger
1,30,53543,1,vänster
1,72,31130,0,vänster
0,56,26345,1,vänster
